seed_id,variation_id,question,expected_answer,candidate_answer,keywords,question_type,quality_label,quality_score
105,4,What is train-test splitting?,"Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.","Overall, Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.","['train', 'test', 'training data', 'testing data', 'unseen data']",Machine Learning,Excellent,100
106,0,What is train-test splitting?,"Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.",Train-test splitting divides data into training and testing sets. The training set is used to build the model and the test set evaluates it.,"['train', 'test', 'training data', 'testing data', 'unseen data']",Machine Learning,Good,75
106,1,What is train-test splitting?,"Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.","In general, Train-test splitting divides data into training and testing sets. The training set is used to build the model and the test set evaluates it.","['train', 'test', 'training data', 'testing data', 'unseen data']",Machine Learning,Good,75
106,2,What is train-test splitting?,"Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.","In simple terms, Train-test splitting divides data into training and testing sets. The training set is used to build the model and the test set evaluates it.","['train', 'test', 'training data', 'testing data', 'unseen data']",Machine Learning,Good,75
106,3,What is train-test splitting?,"Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.","From a technical perspective, Train-test splitting divides data into training and testing sets. The training set is used to build the model and the test set evaluates it.","['train', 'test', 'training data', 'testing data', 'unseen data']",Machine Learning,Good,75
106,4,What is train-test splitting?,"Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.","Overall, Train-test splitting divides data into training and testing sets. The training set is used to build the model and the test set evaluates it.","['train', 'test', 'training data', 'testing data', 'unseen data']",Machine Learning,Good,75
107,0,What is train-test splitting?,"Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.",It separates a dataset into training data and testing data.,"['train', 'test', 'training data', 'testing data', 'unseen data']",Machine Learning,Average,50
107,1,What is train-test splitting?,"Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.","In general, It separates a dataset into training data and testing data.","['train', 'test', 'training data', 'testing data', 'unseen data']",Machine Learning,Average,50
107,2,What is train-test splitting?,"Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.","In simple terms, It separates a dataset into training data and testing data.","['train', 'test', 'training data', 'testing data', 'unseen data']",Machine Learning,Average,50
107,3,What is train-test splitting?,"Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.","From a technical perspective, It separates a dataset into training data and testing data.","['train', 'test', 'training data', 'testing data', 'unseen data']",Machine Learning,Average,50
107,4,What is train-test splitting?,"Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.","Overall, It separates a dataset into training data and testing data.","['train', 'test', 'training data', 'testing data', 'unseen data']",Machine Learning,Average,50
108,0,What is train-test splitting?,"Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.",It splits the data.,"['train', 'test', 'training data', 'testing data', 'unseen data']",Machine Learning,Poor,25
108,1,What is train-test splitting?,"Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.","In general, It splits the data.","['train', 'test', 'training data', 'testing data', 'unseen data']",Machine Learning,Poor,25
108,2,What is train-test splitting?,"Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.","In simple terms, It splits the data.","['train', 'test', 'training data', 'testing data', 'unseen data']",Machine Learning,Poor,25
108,3,What is train-test splitting?,"Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.","From a technical perspective, It splits the data.","['train', 'test', 'training data', 'testing data', 'unseen data']",Machine Learning,Poor,25
108,4,What is train-test splitting?,"Train-test splitting divides a dataset into training and testing subsets. The training data is used to learn the model, while the testing data evaluates its performance on unseen data.","Overall, It splits the data.","['train', 'test', 'training data', 'testing data', 'unseen data']",Machine Learning,Poor,25
109,0,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Excellent,100
109,1,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"In general, A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.","['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Excellent,100
109,2,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"In simple terms, A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.","['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Excellent,100
109,3,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"From a technical perspective, A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.","['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Excellent,100
109,4,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"Overall, A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.","['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Excellent,100
110,0,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,A DataFrame is a two-dimensional structure in Pandas that stores data in rows and columns.,"['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Good,75
110,1,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"In general, A DataFrame is a two-dimensional structure in Pandas that stores data in rows and columns.","['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Good,75
110,2,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"In simple terms, A DataFrame is a two-dimensional structure in Pandas that stores data in rows and columns.","['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Good,75
110,3,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"From a technical perspective, A DataFrame is a two-dimensional structure in Pandas that stores data in rows and columns.","['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Good,75
110,4,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"Overall, A DataFrame is a two-dimensional structure in Pandas that stores data in rows and columns.","['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Good,75
111,0,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,A DataFrame is used to store and work with data in Pandas.,"['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Average,50
111,1,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"In general, A DataFrame is used to store and work with data in Pandas.","['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Average,50
111,2,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"In simple terms, A DataFrame is used to store and work with data in Pandas.","['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Average,50
111,3,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"From a technical perspective, A DataFrame is used to store and work with data in Pandas.","['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Average,50
111,4,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"Overall, A DataFrame is used to store and work with data in Pandas.","['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Average,50
112,0,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,A DataFrame is a Pandas data structure.,"['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Poor,25
112,1,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"In general, A DataFrame is a Pandas data structure.","['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Poor,25
112,2,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"In simple terms, A DataFrame is a Pandas data structure.","['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Poor,25
112,3,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"From a technical perspective, A DataFrame is a Pandas data structure.","['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Poor,25
112,4,What is a DataFrame in Pandas?,A DataFrame is a two-dimensional labeled data structure in Pandas that organizes data into rows and columns and supports data manipulation and analysis.,"Overall, A DataFrame is a Pandas data structure.","['DataFrame', 'Pandas', 'rows', 'columns', 'data']",Data Science,Poor,25
113,0,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Excellent,100
113,1,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","In general, Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Excellent,100
113,2,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","In simple terms, Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Excellent,100
113,3,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","From a technical perspective, Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Excellent,100
113,4,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","Overall, Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Excellent,100
114,0,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","Normalization scales numerical features to a common range, often between zero and one.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Good,75
114,1,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","In general, Normalization scales numerical features to a common range, often between zero and one.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Good,75
114,2,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","In simple terms, Normalization scales numerical features to a common range, often between zero and one.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Good,75
114,3,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","From a technical perspective, Normalization scales numerical features to a common range, often between zero and one.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Good,75
114,4,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","Overall, Normalization scales numerical features to a common range, often between zero and one.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Good,75
115,0,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.",Normalization is used to scale numerical data.,"['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Average,50
115,1,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","In general, Normalization is used to scale numerical data.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Average,50
115,2,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","In simple terms, Normalization is used to scale numerical data.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Average,50
115,3,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","From a technical perspective, Normalization is used to scale numerical data.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Average,50
115,4,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","Overall, Normalization is used to scale numerical data.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Average,50
116,0,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.",Normalization changes the scale of data.,"['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Poor,25
116,1,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","In general, Normalization changes the scale of data.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Poor,25
116,2,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","In simple terms, Normalization changes the scale of data.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Poor,25
116,3,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","From a technical perspective, Normalization changes the scale of data.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Poor,25
116,4,What is normalization in machine learning?,"Normalization is a feature scaling technique that transforms numerical values to a common range, often between zero and one, so features can be compared more effectively.","Overall, Normalization changes the scale of data.","['normalization', 'scaling', 'features', 'range', 'zero', 'one']",Machine Learning,Poor,25
117,0,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Excellent,100
117,1,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"In general, Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.","['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Excellent,100
117,2,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"In simple terms, Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.","['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Excellent,100
117,3,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"From a technical perspective, Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.","['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Excellent,100
117,4,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"Overall, Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.","['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Excellent,100
118,0,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,Classification is a supervised learning technique used to predict categories or labels from labeled training data.,"['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Good,75
118,1,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"In general, Classification is a supervised learning technique used to predict categories or labels from labeled training data.","['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Good,75
118,2,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"In simple terms, Classification is a supervised learning technique used to predict categories or labels from labeled training data.","['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Good,75
118,3,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"From a technical perspective, Classification is a supervised learning technique used to predict categories or labels from labeled training data.","['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Good,75
118,4,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"Overall, Classification is a supervised learning technique used to predict categories or labels from labeled training data.","['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Good,75
119,0,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,Classification is used to predict classes or categories.,"['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Average,50
119,1,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"In general, Classification is used to predict classes or categories.","['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Average,50
119,2,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"In simple terms, Classification is used to predict classes or categories.","['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Average,50
119,3,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"From a technical perspective, Classification is used to predict classes or categories.","['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Average,50
119,4,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"Overall, Classification is used to predict classes or categories.","['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Average,50
120,0,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,Classification predicts a category.,"['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Poor,25
120,1,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"In general, Classification predicts a category.","['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Poor,25
120,2,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"In simple terms, Classification predicts a category.","['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Poor,25
120,3,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"From a technical perspective, Classification predicts a category.","['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Poor,25
120,4,What is classification in machine learning?,Classification is a supervised learning task that predicts a categorical class or label for an input based on learned patterns from labeled training data.,"Overall, Classification predicts a category.","['classification', 'supervised', 'categorical', 'label', 'training data']",Machine Learning,Poor,25
121,0,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Excellent,100
121,1,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"In general, Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.","['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Excellent,100
121,2,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"In simple terms, Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.","['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Excellent,100
121,3,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"From a technical perspective, Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.","['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Excellent,100
121,4,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"Overall, Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.","['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Excellent,100
122,0,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,Regression is a supervised learning technique used to predict continuous numerical values from training data.,"['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Good,75
122,1,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"In general, Regression is a supervised learning technique used to predict continuous numerical values from training data.","['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Good,75
122,2,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"In simple terms, Regression is a supervised learning technique used to predict continuous numerical values from training data.","['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Good,75
122,3,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"From a technical perspective, Regression is a supervised learning technique used to predict continuous numerical values from training data.","['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Good,75
122,4,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"Overall, Regression is a supervised learning technique used to predict continuous numerical values from training data.","['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Good,75
123,0,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,Regression is used to predict numerical values.,"['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Average,50
123,1,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"In general, Regression is used to predict numerical values.","['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Average,50
123,2,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"In simple terms, Regression is used to predict numerical values.","['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Average,50
123,3,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"From a technical perspective, Regression is used to predict numerical values.","['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Average,50
123,4,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"Overall, Regression is used to predict numerical values.","['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Average,50
124,0,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,Regression predicts numbers.,"['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Poor,25
124,1,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"In general, Regression predicts numbers.","['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Poor,25
124,2,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"In simple terms, Regression predicts numbers.","['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Poor,25
124,3,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"From a technical perspective, Regression predicts numbers.","['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Poor,25
124,4,What is regression in machine learning?,Regression is a supervised learning task that predicts a continuous numerical value based on relationships learned from training data.,"Overall, Regression predicts numbers.","['regression', 'supervised', 'continuous', 'numerical', 'prediction']",Machine Learning,Poor,25
125,0,What is accuracy in machine learning?,Accuracy is an evaluation metric that measures the proportion of correct predictions among all predictions made by a classification model.,Accuracy is an evaluation metric that measures the proportion of correct predictions among all predictions made by a classification model.,"['accuracy', 'evaluation', 'correct', 'predictions', 'classification']",Machine Learning,Excellent,100
125,1,What is accuracy in machine learning?,Accuracy is an evaluation metric that measures the proportion of correct predictions among all predictions made by a classification model.,"In general, Accuracy is an evaluation metric that measures the proportion of correct predictions among all predictions made by a classification model.","['accuracy', 'evaluation', 'correct', 'predictions', 'classification']",Machine Learning,Excellent,100
125,2,What is accuracy in machine learning?,Accuracy is an evaluation metric that measures the proportion of correct predictions among all predictions made by a classification model.,"In simple terms, Accuracy is an evaluation metric that measures the proportion of correct predictions among all predictions made by a classification model.","['accuracy', 'evaluation', 'correct', 'predictions', 'classification']",Machine Learning,Excellent,100
125,3,What is accuracy in machine learning?,Accuracy is an evaluation metric that measures the proportion of correct predictions among all predictions made by a classification model.,"From a technical perspective, Accuracy is an evaluation metric that measures the proportion of correct predictions among all predictions made by a classification model.","['accuracy', 'evaluation', 'correct', 'predictions', 'classification']",Machine Learning,Excellent,100
125,4,What is accuracy in machine learning?,Accuracy is an evaluation metric that measures the proportion of correct predictions among all predictions made by a classification model.,"Overall, Accuracy is an evaluation metric that measures the proportion of correct predictions among all predictions made by a classification model.","['accuracy', 'evaluation', 'correct', 'predictions', 'classification']",Machine Learning,Excellent,100
126,0,What is accuracy in machine learning?,Accuracy is an evaluation metric that measures the proportion of correct predictions among all predictions made by a classification model.,Accuracy measures the proportion of predictions that a classification model gets correct.,"['accuracy', 'evaluation', 'correct', 'predictions', 'classification']",Machine Learning,Good,75
126,1,What is accuracy in machine learning?,Accuracy is an evaluation metric that measures the proportion of correct predictions among all predictions made by a classification model.,"In general, Accuracy measures the proportion of predictions that a classification model gets correct.","['accuracy', 'evaluation', 'correct', 'predictions', 'classification']",Machine Learning,Good,75
126,2,What is accuracy in machine learning?,Accuracy is an evaluation metric that measures the proportion of correct predictions among all predictions made by a classification model.,"In simple terms, Accuracy measures the proportion of predictions that a classification model gets correct.","['accuracy', 'evaluation', 'correct', 'predictions', 'classification']",Machine Learning,Good,75
126,3,What is accuracy in machine learning?,Accuracy is an evaluation metric that measures the proportion of correct predictions among all predictions made by a classification model.,"From a technical perspective, Accuracy measures the proportion of predictions that a classification model gets correct.","['accuracy', 'evaluation', 'correct', 'predictions', 'classification']",Machine Learning,Good,75
126,4,What is accuracy in machine learning?,Accuracy is an evaluation metric that measures the proportion of correct predictions among all predictions made by a classification model.,"Overall, Accuracy measures the proportion of predictions that a classification model gets correct.","['accuracy', 'evaluation', 'correct', 'predictions', 'classification']",Machine Learning,Good,75
127,0,What is accuracy in machine learning?,Accuracy is an evaluation metric that measures the proportion of correct predictions among all predictions made by a classification model.,Accuracy tells us how many predictions are correct.,"['accuracy', 'evaluation', 'correct', 'predictions', 'classification']",Machine Learning,Average,50
